"Focus Trading Ltd"
"Trial Balance - Detailed"
"From 01/01/2019 To 24/05/2019"

"Posting Date","G/L Account No.",Name,"Doc. Type","Doc. No.",Debit,Credit,Amount,"Entry No."
01/05/2019,1105,"Land & Buildings - Costs",,SI0358,,234.00,-94047.45,5013
02/05/2019,1105,"Land & Buildings - Costs",,PCN0090,3.36,,-94044.09,5023
02/05/2019,1105,"Land & Buildings - Costs",,PCN0091,218.31,,-93825.78,5030
02/05/2019,1105,"Land & Buildings - Costs",,PCN0092,,,-93825.78,5054
10/05/2019,1105,"Land & Buildings - Costs",,SI0372,,324.00,-94149.78,5343
13/05/2019,1105,"Land & Buildings - Costs",,PI0300,500000.00,,405850.22,5404
13/05/2019,1105,"Land & Buildings - Costs",,PI0300,,10000.00,395850.22,5406
17/05/2019,1105,"Land & Buildings - Costs",,SI0410,,200.00,395650.22,5786
17/05/2019,1105,"Land & Buildings - Costs",,SI0410,5.00,,395655.22,5787
17/05/2019,1105,"Land & Buildings - Costs",,SI0411,,20.00,395635.22,5808
18/05/2019,1105,"Land & Buildings - Costs",,PI0313,15.00,,395650.22,5815
18/05/2019,1105,"Land & Buildings - Costs",,PI0313,,0.75,395649.47,5816
18/05/2019,1105,"Land & Buildings - Costs",,PDN0085,,15.00,395634.47,5820
18/05/2019,1105,"Land & Buildings - Costs",,PDN0085,0.75,,395635.22,5821
20/05/2019,1105,"Land & Buildings - Costs",,GJ0087,500.00,,396135.22,5901
20/05/2019,1105,"Land & Buildings - Costs",,GJ0087,500.00,,396635.22,5906
20/05/2019,1105,"Land & Buildings - Costs",,GJ0087,500.00,,397135.22,5913
,1105,"Land & Buildings - Costs","Closing Balance",,527759.23928,33107.986212598,397135.2230674,
,1110,"Land & Buildings - Additions","Opening Balance",,,,-147.15999999999997,
09/01/2019,1110,"Land & Buildings - Additions",,PI0136,1.15,,-146.01,1188
12/02/2019,1110,"Land & Buildings - Additions",,SI0173,,3.60,-149.61,1954
12/02/2019,1110,"Land & Buildings - Additions",,SI0174,,1.60,-151.21,1957
19/02/2019,1110,"Land & Buildings - Additions",,SI0206,,500.00,-651.21,2401
19/02/2019,1110,"Land & Buildings - Additions",,76,787.00,,135.79,5284
19/02/2019,1110,"Land & Buildings - Additions",,233,,90.35,45.45,5289
20/02/2019,1110,"Land & Buildings - Additions",,YH-04,8754.00,,8799.45,3188
21/02/2019,1110,"Land & Buildings - Additions",,SJ0017,249.20,,9048.65,1688
04/03/2019,1110,"Land & Buildings - Additions",,PI0182,3.00,,9051.65,2914
04/03/2019,1110,"Land & Buildings - Additions",,SJ0024,4524.00,,13575.65,3220
05/03/2019,1110,"Land & Buildings - Additions",,CJ0073,225.32,,13800.97,2987
05/03/2019,1110,"Land & Buildings - Additions",,CJ0074,13.36,,13814.32,2989
07/03/2019,1110,"Land & Buildings - Additions",,CJ0083,,964.00,12850.32,3114
12/03/2019,1110,"Land & Buildings - Additions",,SJ0025,,367.00,12483.32,3224
20/03/2019,1110,"Land & Buildings - Additions",,GJ0049,,890.00,11593.32,3642
20/03/2019,1110,"Land & Buildings - Additions",,SI0263,2.00,,11595.32,3663
21/03/2019,1110,"Land & Buildings - Additions",,CJ0095,,1381741.60,-1370146.28,3674
01/04/2019,1110,"Land & Buildings - Additions",,SI0273,,112.00,-1370258.28,3833
01/04/2019,1110,"Land & Buildings - Additions",,PI0236,5465460.00,,4095201.72,3849
05/04/2019,1110,"Land & Buildings - Additions",,PDN0060,,4.00,4095197.72,4301
05/04/2019,1110,"Land & Buildings - Additions",,PDN0061,,6.00,4095191.72,4327
09/04/2019,1110,"Land & Buildings - Additions",,PDN0063,,2.80,4095188.92,4338
11/04/2019,1110,"Land & Buildings - Additions",,PDN0055,,22.00,4095166.92,4065
11/04/2019,1110,"Land & Buildings - Additions",,IJ0079,,144252.11,3950914.81,5957
16/04/2019,1110,"Land & Buildings - Additions",,26,5.20,,3950920.01,4467
23/04/2019,1110,"Land & Buildings - Additions",,SI0327,40.00,,3950960.01,4603
23/04/2019,1110,"Land & Buildings - Additions",,SI0333,,10.00,3950950.01,4698
24/04/2019,1110,"Land & Buildings - Additions",,SI0339,,,3950950.01,4785
27/04/2019,1110,"Land & Buildings - Additions",,PDN0071,,5385.60,3945564.41,4994
01/05/2019,1110,"Land & Buildings - Additions",,GJ0079,,2000.00,3943564.41,5358
02/05/2019,1110,"Land & Buildings - Additions",,PI0289,5.60,,3943570.01,5049
09/05/2019,1110,"Land & Buildings - Additions",,097,200.00,,3943770.01,5263
09/05/2019,1110,"Land & Buildings - Additions",,787,,500.00,3943270.01,5266
13/05/2019,1110,"Land & Buildings - Additions",,PI0300,,25000.00,3918270.01,5405
13/05/2019,1110,"Land & Buildings - Additions",,PI0300,500.00,,3918770.01,5407
14/05/2019,1110,"Land & Buildings - Additions",,GJ0084,,4500.00,3914270.01,5446
20/05/2019,1110,"Land & Buildings - Additions",,GJ0087,,4500.00,3909770.01,5897
21/05/2019,1110,"Land & Buildings - Additions",,GJ0088,,4500.00,3905270.01,5983
,1110,"Land & Buildings - Additions","Closing Balance",,5480769.826,1575352.655,3905270.011,
,1120,"Land & Buildings -  Disposals","Opening Balance",,,,-3074.3575,
01/01/2019,1120,"Land & Buildings -  Disposals",,PI0151,,,-3074.36,1814
25/02/2019,1120,"Land & Buildings -  Disposals",,SI0218,,,-3074.36,2749
26/02/2019,1120,"Land & Buildings -  Disposals",,PI0180,30369396.80,,30366322.44,2890
04/03/2019,1120,"Land & Buildings -  Disposals",,SI0234,,,30366322.44,2905
07/03/2019,1120,"Land & Buildings -  Disposals",,US-02,378.00,,30366700.44,3225
01/04/2019,1120,"Land & Buildings -  Disposals",,PI0236,4565460.00,,34932160.44,3850
03/04/2019,1120,"Land & Buildings -  Disposals",,SJ0034,,10.00,34932150.44,4081
03/04/2019,1120,"Land & Buildings -  Disposals",,SJ0034,10.00,,34932160.44,4084
05/04/2019,1120,"Land & Buildings -  Disposals",,PDN0060,,5.00,34932155.44,4302
05/04/2019,1120,"Land & Buildings -  Disposals",,PDN0061,,7.00,34932148.44,4328
09/04/2019,1120,"Land & Buildings -  Disposals",,PDN0063,,3.20,34932145.24,4339
11/04/2019,1120,"Land & Buildings -  Disposals",,PI0256,80.00,,34932225.24,4427
27/04/2019,1120,"Land & Buildings -  Disposals",,PDN0071,,51.12,34932174.12,4995
01/05/2019,1120,"Land & Buildings -  Disposals",,PI0287,3087.72,,34935261.84,4986
01/05/2019,1120,"Land & Buildings -  Disposals",,GJ0079,,1000.00,34934261.84,5359
14/05/2019,1120,"Land & Buildings -  Disposals",,GJ0084,,500.00,34933761.84,5447
20/05/2019,1120,"Land & Buildings -  Disposals",,GJ0087,,500.00,34933261.84,5898
21/05/2019,1120,"Land & Buildings -  Disposals",,GJ0088,,500.00,34932761.84,5984
,1120,"Land & Buildings -  Disposals","Closing Balance",,34938412.52,2576.32,34932761.8425,
,1130,"Buildings - Accumulated Depreciation","Opening Balance",,,,-24109.45,
12/02/2019,1130,"Buildings - Accumulated Depreciation",,SJ0021,,17.20,-24126.65,2647
13/02/2019,1130,"Buildings - Accumulated Depreciation",,SJ0021,,17.20,-24143.85,2648
17/02/2019,1130,"Buildings - Accumulated Depreciation",,SJ0021,,17.20,-24161.05,2653
26/02/2019,1130,"Buildings - Accumulated Depreciation",,SJ0021,17.20,,-24143.85,2655
20/03/2019,1130,"Buildings - Accumulated Depreciation",,PI0227,355.00,,-23788.85,3618
05/04/2019,1130,"Buildings - Accumulated Depreciation",,PDN0060,,6.00,-23794.85,4303
09/04/2019,1130,"Buildings - Accumulated Depreciation",,PDN0063,,3.60,-23798.45,4340
27/04/2019,1130,"Buildings - Accumulated Depreciation",,PDN0071,,526.95,-24325.40,4996
01/05/2019,1130,"Buildings - Accumulated Depreciation",,PI0287,4250.00,,-20075.40,4987
01/05/2019,1130,"Buildings - Accumulated Depreciation",,PI0287,115.63,,-19959.78,4991
,1130,"Buildings - Accumulated Depreciation","Closing Balance",,4737.825,588.15,-19959.775,
,1165,"Office Equipment and IT - Costs","Opening Balance",,,,-52,
13/02/2019,1165,"Office Equipment and IT - Costs",,SJ0021,,17.20,-69.20,2649
13/02/2019,1165,"Office Equipment and IT - Costs",,SJ0021,,17.20,-86.40,2650
14/02/2019,1165,"Office Equipment and IT - Costs",,SJ0021,,17.20,-103.60,2652
19/02/2019,1165,"Office Equipment and IT - Costs",,112,15.93,,-87.67,5282
21/02/2019,1165,"Office Equipment and IT - Costs",,SJ0021,,17.20,-104.87,2654
04/03/2019,1165,"Office Equipment and IT - Costs",,SI0266,,126.32,-231.18,3699
20/03/2019,1165,"Office Equipment and IT - Costs",,SI0265,,223.00,-454.18,3683
09/04/2019,1165,"Office Equipment and IT - Costs",,PDN0063,,0.80,-454.98,4341
01/05/2019,1165,"Office Equipment and IT - Costs",,PI0287,260.00,,-194.98,4988
,1165,"Office Equipment and IT - Costs","Closing Balance",,275.9328358209,418.91578947368,-194.98295365279,
,1170,"Office Equipment and IT - Additions","Opening Balance",,,,587.5,
05/02/2019,1170,"Office Equipment and IT - Additions",,SJ0021,,17.20,570.30,2646
14/02/2019,1170,"Office Equipment and IT - Additions",,SJ0021,,17.20,553.10,2651
01/05/2019,1170,"Office Equipment and IT - Additions",,PI0287,1100.00,,1653.10,4989
20/05/2019,1170,"Office Equipment and IT - Additions",,SJ0063,125.00,,1778.10,5850
,1170,"Office Equipment and IT - Additions","Closing Balance",,1225,34.4,1778.1,
,1180,"Office Equipment and IT - Disposals","Opening Balance",,,,0,
01/05/2019,1180,"Office Equipment and IT - Disposals",,PI0287,230.00,,230.00,4990
17/05/2019,1180,"Office Equipment and IT - Disposals",,SJ0062,,1250.00,-1020.00,5652
,1180,"Office Equipment and IT - Disposals","Closing Balance",,230,1250,-1020,
,1190,"Office Equipment and IT - Accumulated Depreciation","Opening Balance",,,,-1500,
,1190,"Office Equipment and IT - Accumulated Depreciation","Closing Balance",,0,0,-1500,
,1191,Laptops123,"Opening Balance",,,,0,
20/05/2019,1191,Laptops123,,CJ0129,250.00,,250.00,5920
20/05/2019,1191,Laptops123,,CJ0129,,300.00,-50.00,5922
,1191,Laptops123,"Closing Balance",,250,300,-50,
,1210,"Fixtures and Fittings - Costs","Opening Balance",,,,0,
,1210,"Fixtures and Fittings - Costs","Closing Balance",,0,0,0,
,1220,"Fixture and Fittings - Additions","Opening Balance",,,,0,
,1220,"Fixture and Fittings - Additions","Closing Balance",,0,0,0,
,1230,"Fixture and Fittings- Disposals","Opening Balance",,,,0,
,1230,"Fixture and Fittings- Disposals","Closing Balance",,0,0,0,
,1240,"Fixtures and Fittings - Accumulated Depreciation","Opening Balance",,,,-5386.25,
,1240,"Fixtures and Fittings - Accumulated Depreciation","Closing Balance",,0,0,-5386.25,
,1260,"Plant & Machinery - Costs","Opening Balance",,,,-250,
07/02/2019,1260,"Plant & Machinery - Costs",,CJ0035,17.32,,-232.68,1846
,1260,"Plant & Machinery - Costs","Closing Balance",,17.322834645669,0,-232.67716535433,
,1270,"Plant & Machinery - Additions","Opening Balance",,,,0,
01/03/2019,1270,"Plant & Machinery - Additions",,GJ0043,138.00,,138.00,3655
01/03/2019,1270,"Plant & Machinery - Additions",,GJ0043,233.00,,371.00,3656
,1270,"Plant & Machinery - Additions","Closing Balance",,371,0,371,
,1280,"Plant & Machinery - Disposals","Opening Balance",,,,0,
01/03/2019,1280,"Plant & Machinery - Disposals",,GJ0045,5555.00,,5555.00,3629
,1280,"Plant & Machinery - Disposals","Closing Balance",,5555,0,5555,
,1290,"Plant & Machiney - Accumulated Depreciation","Opening Balance",,,,0,
,1290,"Plant & Machiney - Accumulated Depreciation","Closing Balance",,0,0,0,
,1310,"Motor Vehicles - Costs","Opening Balance",,,,0,
,1310,"Motor Vehicles - Costs","Closing Balance",,0,0,0,
,1320,"Motor Vehicles - Additions","Opening Balance",,,,-5934,
06/03/2019,1320,"Motor Vehicles - Additions",,GJ0044,,222.00,-6156.00,3639
,1320,"Motor Vehicles - Additions","Closing Balance",,0,222,-6156,
,1330,"Motor Vehicles - Disposals","Opening Balance",,,,0,
18/02/2019,1330,"Motor Vehicles - Disposals",,SJ0019,,1377.60,-1377.60,3525
14/05/2019,1330,"Motor Vehicles - Disposals",,SJ0061,,50.00,-1427.60,5442
14/05/2019,1330,"Motor Vehicles - Disposals",,SJ0061,,150.00,-1577.60,5443
14/05/2019,1330,"Motor Vehicles - Disposals",,SJ0061,200.00,,-1377.60,5444
,1330,"Motor Vehicles - Disposals","Closing Balance",,200,1577.6,-1377.6,
,1340,"Motor Vehicles - Accumulated Depreciation","Opening Balance",,,,0,
01/03/2019,1340,"Motor Vehicles - Accumulated Depreciation",,GJ0043,,262.20,-262.20,3659
,1340,"Motor Vehicles - Accumulated Depreciation","Closing Balance",,0,262.20472440945,-262.20472440945,
,1600,Stock,"Opening Balance",,,,65988215.4551704,
01/01/2019,1600,Stock,,SI0124,,2.07,65988213.39,1387
01/01/2019,1600,Stock,,SI0124,,0.27,65988213.12,1389
01/01/2019,1600,Stock,,PI0151,47.24,,65988260.36,1805
01/01/2019,1600,Stock,,PI0151,,266.00,65987994.36,1808
01/01/2019,1600,Stock,,PI0151,5320.00,,65993314.36,1810
01/01/2019,1600,Stock,,IJ0055,,2850.00,65990464.36,2123
01/01/2019,1600,Stock,,IJ0055,2850.00,,65993314.36,2124
01/01/2019,1600,Stock,,IJ0055,,1900.00,65991414.36,2125
01/01/2019,1600,Stock,,IJ0055,1900.00,,65993314.36,2126
01/01/2019,1600,Stock,,PI0176,290.00,,65993604.36,2783
01/01/2019,1600,Stock,,PI0209,,10.00,65993594.36,3463
01/01/2019,1600,Stock,,PI0209,100.00,,65993694.36,3465
02/01/2019,1600,Stock,,SI0133,,4.00,65993690.36,1474
02/01/2019,1600,Stock,,SI0185,,625380.00,65368310.36,2179
02/01/2019,1600,Stock,,SI0185,,28255.00,65340055.36,2180
02/01/2019,1600,Stock,,SI0202,,65.85,65339989.51,2359
02/01/2019,1600,Stock,,SI0202,,0.56,65339988.96,2361
02/01/2019,1600,Stock,,PI0263,10.00,,65339998.96,4502
02/01/2019,1600,Stock,,PI0263,15.00,,65340013.96,4503
02/01/2019,1600,Stock,,PI0263,10.00,,65340023.96,4504
02/01/2019,1600,Stock,,PI0263,15.00,,65340038.96,4505
02/01/2019,1600,Stock,,PI0263,1000.00,,65341038.96,4512
02/01/2019,1600,Stock,,PI0263,1100.00,,65342138.96,4513
03/01/2019,1600,Stock,,SI0125,,2.07,65342136.89,1397
03/01/2019,1600,Stock,,SI0125,,0.27,65342136.62,1399
03/01/2019,1600,Stock,,IJ0049,1700.00,,65343836.62,2119
03/01/2019,1600,Stock,,IJ0049,,1700.00,65342136.62,2120
03/01/2019,1600,Stock,,IJ0049,,1700.00,65340436.62,2121
03/01/2019,1600,Stock,,IJ0049,1700.00,,65342136.62,2122
03/01/2019,1600,Stock,,PI0160,15.00,,65342151.62,2127
03/01/2019,1600,Stock,,PI0160,4750.00,,65346901.62,2131
03/01/2019,1600,Stock,,SI0264,,3.00,65346898.62,3679
03/01/2019,1600,Stock,,SI0264,,3.00,65346895.62,3681
04/01/2019,1600,Stock,,PI0230,100100.00,,65446995.62,3714
05/01/2019,1600,Stock,,SI0126,,4.13,65446991.49,1407
05/01/2019,1600,Stock,,SI0126,,0.54,65446990.95,1409
05/01/2019,1600,Stock,,SI0134,,2.00,65446988.95,1481
05/01/2019,1600,Stock,,PI0206,,2.13,65446986.82,3451
05/01/2019,1600,Stock,,PI0206,100.00,,65447086.82,3453
05/01/2019,1600,Stock,,PI0207,,21.26,65447065.56,3455
05/01/2019,1600,Stock,,PI0207,100.00,,65447165.56,3457
07/01/2019,1600,Stock,,IJ0044,40.00,,65447205.56,1285
07/01/2019,1600,Stock,,IJ0044,,40.00,65447165.56,1287
07/01/2019,1600,Stock,,SI0127,,4.13,65447161.43,1417
07/01/2019,1600,Stock,,SI0127,,0.54,65447160.89,1419
08/01/2019,1600,Stock,,PDN0024,,11.11,65447149.78,1074
08/01/2019,1600,Stock,,IJ0042,1000.00,,65448149.78,1091
08/01/2019,1600,Stock,,IJ0042,,150.00,65447999.78,1093
08/01/2019,1600,Stock,,IJ0042,,20.00,65447979.78,1095
08/01/2019,1600,Stock,,IJ0042,,90.00,65447889.78,1097
08/01/2019,1600,Stock,,IJ0042,,40.00,65447849.78,1099
08/01/2019,1600,Stock,,IJ0042,,80.00,65447769.78,1101
08/01/2019,1600,Stock,,PI0130,,75.00,65447694.78,1136
08/01/2019,1600,Stock,,PI0130,,75.00,65447619.78,1137
08/01/2019,1600,Stock,,PI0130,,60.00,65447559.78,1138
08/01/2019,1600,Stock,,PI0130,,60.00,65447499.78,1139
08/01/2019,1600,Stock,,PI0130,75.00,,65447574.78,1144
08/01/2019,1600,Stock,,PI0130,75.00,,65447649.78,1145
08/01/2019,1600,Stock,,PI0130,60.00,,65447709.78,1146
08/01/2019,1600,Stock,,PI0130,60.00,,65447769.78,1147
08/01/2019,1600,Stock,,PI0132,250.00,,65448019.78,1158
08/01/2019,1600,Stock,,PI0134,2997.00,,65451016.78,1175
08/01/2019,1600,Stock,,SI0110,,25.00,65450991.78,1194
08/01/2019,1600,Stock,,CJ0055,500.00,,65451491.78,2397
09/01/2019,1600,Stock,,SI0132,,2.00,65451489.78,1467
09/01/2019,1600,Stock,,SI0142,,2.07,65451487.71,1537
09/01/2019,1600,Stock,,SI0142,,0.27,65451487.44,1539
10/01/2019,1600,Stock,,SI0277,,100.00,65451387.44,3900
10/01/2019,1600,Stock,,SI0277,,1000.00,65450387.44,3901
10/01/2019,1600,Stock,,SI0278,,33.33,65450354.11,3914
10/01/2019,1600,Stock,,SI0278,,33.33,65450320.77,3915
10/01/2019,1600,Stock,,SI0278,,16.67,65450304.11,3918
10/01/2019,1600,Stock,,PI0264,10.00,,65450314.11,4514
10/01/2019,1600,Stock,,PI0264,15.00,,65450329.11,4515
10/01/2019,1600,Stock,,PI0264,1200.00,,65451529.11,4520
11/01/2019,1600,Stock,,PI0161,30.00,,65451559.11,2132
11/01/2019,1600,Stock,,PI0161,9025.00,,65460584.11,2136
12/01/2019,1600,Stock,,SI0138,,1.00,65460583.11,1509
12/01/2019,1600,Stock,,PI0145,290.00,,65460873.11,1759
13/01/2019,1600,Stock,,SI0129,,4.13,65460868.97,1437
13/01/2019,1600,Stock,,SI0129,,0.54,65460868.43,1439
14/01/2019,1600,Stock,,PI0133,2080.00,,65462948.43,1169
14/01/2019,1600,Stock,,PDN0026,,26.00,65462922.43,1171
14/01/2019,1600,Stock,,SI0109,,500.00,65462422.43,1180
14/01/2019,1600,Stock,,PI0135,,1400.00,65461022.43,1184
14/01/2019,1600,Stock,,PI0135,2000.00,,65463022.43,1186
14/01/2019,1600,Stock,,SI0111,,2.60,65463019.83,1217
14/01/2019,1600,Stock,,PI0137,,,65463019.83,1239
14/01/2019,1600,Stock,,SI0112,,20.00,65462999.83,1250
14/01/2019,1600,Stock,,SI0113,,4532.00,65458467.83,1262
14/01/2019,1600,Stock,,PI0138,26.00,,65458493.83,1267
14/01/2019,1600,Stock,,PDN0028,,5.20,65458488.63,1291
15/01/2019,1600,Stock,,PI0139,2000.00,,65460488.63,1270
15/01/2019,1600,Stock,,PDN0027,,20.00,65460468.63,1272
15/01/2019,1600,Stock,,SI0114,,1000.00,65459468.63,1278
15/01/2019,1600,Stock,,PDN0029,,20.00,65459448.63,1294
15/01/2019,1600,Stock,,SI0115,,2.00,65459446.63,1300
15/01/2019,1600,Stock,,PI0140,27.00,,65459473.63,1305
15/01/2019,1600,Stock,,SI0130,,4.13,65459469.50,1447
15/01/2019,1600,Stock,,SI0130,,0.54,65459468.96,1449
15/01/2019,1600,Stock,,PI0194,300.00,,65459768.96,3276
16/01/2019,1600,Stock,,PI0141,33.60,,65459802.56,1308
17/01/2019,1600,Stock,,SI0184,,545676.00,64914126.56,2158
17/01/2019,1600,Stock,,SI0184,,2320.79,64911805.77,2159
17/01/2019,1600,Stock,,SI0184,,5759.42,64906046.35,2160
17/01/2019,1600,Stock,,SI0184,,14995.00,64891051.35,2161
17/01/2019,1600,Stock,,SI0184,,369.29,64890682.07,2168
17/01/2019,1600,Stock,,PI0210,,21.26,64890660.81,3467
17/01/2019,1600,Stock,,PI0210,100.00,,64890760.81,3469
18/01/2019,1600,Stock,,PDN0031,,29.00,64890731.81,1761
22/01/2019,1600,Stock,,SI0118,,6.67,64890725.14,1327
23/01/2019,1600,Stock,,SI0119,,2.07,64890723.07,1337
23/01/2019,1600,Stock,,SI0119,,0.27,64890722.80,1339
23/01/2019,1600,Stock,,SI0122,,4532.00,64886190.80,1367
23/01/2019,1600,Stock,,PI0142,50.00,,64886240.80,1462
23/01/2019,1600,Stock,,SI0137,,10.00,64886230.80,1502
23/01/2019,1600,Stock,,SI0186,,6234.00,64879996.80,2205
24/01/2019,1600,Stock,,PI0208,,10.00,64879986.80,3459
24/01/2019,1600,Stock,,PI0208,100.00,,64880086.80,3461
26/01/2019,1600,Stock,,SI0117,,50.00,64880036.80,1322
27/01/2019,1600,Stock,,SI0120,,2.07,64880034.74,1347
27/01/2019,1600,Stock,,SI0120,,0.27,64880034.47,1349
28/01/2019,1600,Stock,,SI0140,,100.00,64879934.47,1523
28/01/2019,1600,Stock,,SI0196,,263.41,64879671.06,2317
28/01/2019,1600,Stock,,SI0196,,2.22,64879668.84,2319
29/01/2019,1600,Stock,,SI0197,,197.55,64879471.29,2324
29/01/2019,1600,Stock,,SI0197,,1.67,64879469.62,2326
30/01/2019,1600,Stock,,SI0121,,4.13,64879465.49,1357
30/01/2019,1600,Stock,,SI0121,,0.54,64879464.95,1359
30/01/2019,1600,Stock,,SI0199,,105.36,64879359.58,2338
30/01/2019,1600,Stock,,SI0199,,0.89,64879358.69,2340
31/01/2019,1600,Stock,,SI0281,,500.00,64878858.69,3936
01/02/2019,1600,Stock,,PI0152,280.00,,64879138.69,1849
01/02/2019,1600,Stock,,SI0198,,65.85,64879072.84,2331
01/02/2019,1600,Stock,,SI0198,,0.56,64879072.29,2333
01/02/2019,1600,Stock,,IJ0058,6400.00,,64885472.29,2708
01/02/2019,1600,Stock,,IJ0058,,4.00,64885468.29,2710
01/02/2019,1600,Stock,,PI0211,,146.30,64885321.99,3471
01/02/2019,1600,Stock,,PI0211,400.00,,64885721.99,3473
01/02/2019,1600,Stock,,PI0211,400.00,,64886121.99,3474
01/02/2019,1600,Stock,,PI0211,400.00,,64886521.99,3475
02/02/2019,1600,Stock,,SI0123,,2.07,64886519.92,1377
02/02/2019,1600,Stock,,SI0123,,0.27,64886519.65,1379
02/02/2019,1600,Stock,,SI0145,,20.00,64886499.65,1569
02/02/2019,1600,Stock,,SI0146,,45320.00,64841179.65,1578
02/02/2019,1600,Stock,,IJ0045,200.00,,64841379.65,1590
02/02/2019,1600,Stock,,IJ0046,300.00,,64841679.65,1592
02/02/2019,1600,Stock,,IJ0046,,30.00,64841649.65,1594
02/02/2019,1600,Stock,,IJ0046,,30.00,64841619.65,1596
02/02/2019,1600,Stock,,IJ0046,,30.00,64841589.65,1598
02/02/2019,1600,Stock,,IJ0046,,30.00,64841559.65,1600
02/02/2019,1600,Stock,,SI0147,,226600.00,64614959.65,1611
02/02/2019,1600,Stock,,PI0144,30000.00,,64644959.65,1681
02/02/2019,1600,Stock,,SI0151,,17412.00,64627547.65,1706
03/02/2019,1600,Stock,,SI0161,,140.00,64627407.65,1856
04/02/2019,1600,Stock,,SI0128,,4532.00,64622875.65,1427
04/02/2019,1600,Stock,,SI0141,,5.00,64622870.65,1530
04/02/2019,1600,Stock,,SI0141,,1.75,64622868.90,1532
04/02/2019,1600,Stock,,PI0143,30.00,,64622898.90,1678
04/02/2019,1600,Stock,,PDN0030,,4.00,64622894.90,1683
06/02/2019,1600,Stock,,IJ0047,4.00,,64622898.90,1744
06/02/2019,1600,Stock,,IJ0048,64.00,,64622962.90,1746
06/02/2019,1600,Stock,,SI0156,,3299.00,64619663.90,1768
06/02/2019,1600,Stock,,PI0149,11.81,,64619675.71,1794
06/02/2019,1600,Stock,,PI0149,1400.00,,64621075.71,1798
06/02/2019,1600,Stock,,SI0157,,6.50,64621069.21,1820
06/02/2019,1600,Stock,,SI0157,,0.05,64621069.16,1822
07/02/2019,1600,Stock,,SI0116,,4532.00,64616537.16,1315
07/02/2019,1600,Stock,,SI0160,,23.00,64616514.16,1836
07/02/2019,1600,Stock,,IJ0053,9.00,,64616523.16,2742
08/02/2019,1600,Stock,,SI0139,,4532.00,64611991.16,1516
08/02/2019,1600,Stock,,SI0155,,3299.00,64608692.16,1751
08/02/2019,1600,Stock,,SI0163,,6.50,64608685.66,1868
08/02/2019,1600,Stock,,SI0163,,0.05,64608685.61,1870
08/02/2019,1600,Stock,,PDN0032,,280.00,64608405.61,1872
08/02/2019,1600,Stock,,PI0157,300.00,,64608705.61,1948
08/02/2019,1600,Stock,,PI0157,,,64608705.61,1949
08/02/2019,1600,Stock,,PDN0033,,2.50,64608703.11,2004
10/02/2019,1600,Stock,,PI0195,300.00,,64609003.11,3283
11/02/2019,1600,Stock,,SI0168,,1649.50,64607353.61,1892
11/02/2019,1600,Stock,,PI0153,400.00,,64607753.61,1897
11/02/2019,1600,Stock,,SI0169,,200.00,64607553.61,1902
11/02/2019,1600,Stock,,SI0170,,329.90,64607223.71,1912
11/02/2019,1600,Stock,,PI0154,30000.00,,64637223.71,1921
11/02/2019,1600,Stock,,PI0155,360.00,,64637583.71,1924
11/02/2019,1600,Stock,,SI0171,,180.00,64637403.71,1929
11/02/2019,1600,Stock,,PI0156,,200.00,64637203.71,1941
11/02/2019,1600,Stock,,PI0156,30000.00,,64667203.71,1943
11/02/2019,1600,Stock,,SI0177,,4353.00,64662850.71,1976
11/02/2019,1600,Stock,,SI0178,,4353.00,64658497.71,1983
12/02/2019,1600,Stock,,SI0175,,1.67,64658496.05,1965
12/02/2019,1600,Stock,,SI0179,,6.50,64658489.55,1990
12/02/2019,1600,Stock,,SI0179,,0.05,64658489.50,1992
13/02/2019,1600,Stock,,SI0182,,112.50,64658377.00,2023
13/02/2019,1600,Stock,,SI0182,,5.00,64658372.00,2025
13/02/2019,1600,Stock,,PI0158,9000.00,,64667372.00,2028
13/02/2019,1600,Stock,,PI0159,280.00,,64667652.00,2033
13/02/2019,1600,Stock,,PDN0034,,28.00,64667624.00,2035
13/02/2019,1600,Stock,,SI0193,,90.00,64667534.00,2261
14/02/2019,1600,Stock,,SI0131,,9064.00,64658470.00,1457
14/02/2019,1600,Stock,,SI0153,,291651.00,64366819.00,1722
14/02/2019,1600,Stock,,SI0153,,112.50,64366706.50,1724
14/02/2019,1600,Stock,,SI0153,,14.47,64366692.03,1727
14/02/2019,1600,Stock,,SI0153,,359.88,64366332.15,1726
14/02/2019,1600,Stock,,SI0153,,402.87,64365929.28,1723
14/02/2019,1600,Stock,,SI0153,,415.87,64365513.41,1725
14/02/2019,1600,Stock,,SI0153,,5.00,64365508.41,1736
